ClassName,ImageID,XMax,XMin,YMax,YMin
right_foot,132276114_d3fc1098ce_o2.jpg,242.4388038656,75.3775113216,205.60741304319998,16.311212492799996
left_foot,ck15a3oapaehw0863akig5y3i.png,328.7615217664,213.5109766656,449.084350976,231.3459476992
left_foot,2763007829_b9f39caeae_o.jpg,231.9314209792,27.26077322240002,464.0083003904,54.369016832
right_foot,2763007829_b9f39caeae_o.jpg,484.7962220032,277.9441069056,475.1859429888,75.22943078399999
left_foot,IMG_3125.JPG,241.0632045568,146.6392310784,311.4403448832,116.63162127359999
right_foot,IMG_3125.JPG,354.9001142784,251.3027910656,460.3429894144,274.82403256320003
right_foot,ck0bw61uifsar0a46q20tvrzw+copy.png,286.7015276032,58.009897113600005,418.6043476992,140.97103068159998
left_foot,socksIMG_20200204_193828.jpg,244.1245954048,188.86619776,278.455179264,170.00295311360003
right_foot,socksIMG_20200204_193828.jpg,298.9849517568,244.623920384,378.2500350976,283.1456795648
left_foot,16470497882_3b6c3121d4_o.jpg,267.8232918016,67.65691238400001,459.765416704,132.7651101184
right_foot,16470497882_3b6c3121d4_o.jpg,471.345322752,267.350448128,469.6397572096,154.517208832
left_foot,IMG_3332.JPG,224.10184576,152.637137408,440.111608832,322.518755072
right_foot,IMG_3332.JPG,342.7696155136,229.592399872,418.2833776128,352.0524913152
left_foot,IMG_3087.JPG,216.979890944,91.40587904,482.76886528,302.7830298112
right_foot,IMG_3087.JPG,389.8005399552,216.388599808,368.2323004928,248.4373357056
right_foot,IMG_3118.JPG,223.1859091968,66.8420699648,346.4188758528,152.6281424896
left_foot,cjzjvjif1ejhf08484ohnyczh+copy.png,346.6701400064,195.7093318656,408.08214261759997,38.536511180800005
left_foot,cjzsrjss6ywn60794jup8xv40+copy+2.png,350.9444191744,262.0150182912,407.9464502784,208.9153660928
right_foot,cjzsrjss6ywn60794jup8xv40+copy+2.png,263.7524423168,186.2662230016,420.9020571648,222.5487379456
left_foot,IMG_3455.JPG,206.3537117696,104.3674975744,385.397240576,263.65885209600003
right_foot,IMG_3455.JPG,338.5757812224,244.7870393856,376.8147705344,252.04709335040002
left_foot,ck0gedbpw2qbr0701z0dskbww+copy+2.png,347.1675715072,205.3065982976,424.602793728,28.59627361280002
left_foot,cjzwa0zr78vuv0944o9ftbxyp+copy+2.png,336.8513158656,182.84203136,323.5316296192,49.632884992000015
left_foot,IMG_3495.JPG,222.416142848,160.0579772928,421.14385392639997,280.2839947776
right_foot,IMG_3495.JPG,327.8026358784,264.2969101824,284.5867843584,146.65813626879998
left_foot,images+(16).jpeg,159.5070951936,104.76953533440002,281.305055744,208.77806402559997
right_foot,images+(16).jpeg,288.1260381184,234.23041536,294.6116882944,213.18645253120002
right_foot,cjzt6x9zy27sn0863l2ey8axs+copy+2.png,365.8842514944,274.2615902208,277.8630632448,100.25681346559998
right_foot,IMG_3287.JPG,309.6507204096,173.4886170624,361.8966332928,201.16604774400002
right_foot,crop504beach-501689__3401.jpg,216.93487472639998,9.1790618112,308.9017767936,27.222926643200026
left_foot,cjzt74v845ygo0721fsi5nc65.png,196.6559250432,113.42231239680001,499.5125679104,371.274092288
right_foot,cjzt74v845ygo0721fsi5nc65.png,446.89899223040004,330.13422607359996,488.34896834560004,378.9684979712
left_foot,cjzt6x9zy27sn0863l2ey8axs.png,368.1227992064,300.5358288896,329.5,175.80295234560003
right_foot,cjzt6x9zy27sn0863l2ey8axs.png,243.9762020352,170.80785187840002,381.2342578688,277.0367225344
right_foot,cjzwiy0ohbo4l0701rbrnh54y.png,405.7945445376,257.8660322304,457.16601384959995,67.9712322048
left_foot,crop10040255311282_162d90d0f3_o0.jpg,400.5490313728,190.6849426432,328.3620649984,25.53951964160001
left_foot,IMG_3456.JPG,197.2780195328,71.72822533119998,486.671283968,288.11649300479996
right_foot,IMG_3456.JPG,392.7737546752,295.674907904,380.39369528320003,181.73454458880002
right_foot,cjzwlrclma6dc0863qr85ndhc+copy.png,297.8730397184,118.21617024,450.00620958720003,51.96618439680003
right_foot,IMG_3669.JPG,382.58061829120004,195.1705729024,274.9074823168,99.445430784
left_foot,IMG_3241.JPG,236.7233158656,92.002469376,297.7954871808,86.42826900479997
left_foot,cjzsn5py908j009441cliw7z0.png,234.7189420544,108.7417871872,453.31731522560005,40.970349977599994
right_foot,cjzsn5py908j009441cliw7z0.png,390.3520279552,267.4555329024,393.03646545920003,43.16084049919999
left_foot,IMG_3731.JPG,278.0567057408,187.00789698559998,366.967638272,201.6294450176
left_foot,cjzsobsco0ppa0944ila3l2xv+copy+2.png,404.440616192,141.70358993920001,347.36865018879996,48.99298391039997
left_foot,images+(4).jpeg,390.85371468799997,156.68969799680002,423.7738999808,112.92094489600004
right_foot,ck0c28yl67p7c0701n7u4xwp5+copy.png,307.000456704,225.7614073856,63.064734822400055,7.789937510400023
right_foot,aaaaaaaaaaScreenshot_246.png,251.1471497216,61.502196991999995,450.696520448,14.024750950400005
right_foot,cjzvzoafn2ek10863zz48dur3+copy.png,326.2703192064,161.2556089856,433.4778203648,22.68149242879997
right_foot,IMG_3320.JPG,299.3216405504,241.9340896768,319.270742784,215.8604477952
left_foot,16451049275_68ee69b7a0_o2.jpg,484.44873707520003,368.5909438464,434.67758197759997,179.6538868224
left_foot,IMG_3678.JPG,208.464533504,101.50130749440001,322.3549963264,200.3348263424
right_foot,IMG_3678.JPG,444.7938127872,331.1877771264,413.53635604479996,316.78075089920003
left_foot,cjztvr7mray3z07945312y1qs.png,228.9510851072,121.79870300159999,379.3396836352,276.6672241152
right_foot,cjztvr7mray3z07945312y1qs.png,404.9393818624,284.4934016512,408.7879271424,277.2871776256
right_foot,IMG_3724.JPG,295.3584016896,72.32737792,468.8224111104,312.7823706624
right_foot,ck0evmgsyt9am0848ezoynsv3.png,176.9826948096,16.933630259199987,393.35796305919996,45.290644224000005
right_foot,cjzsm34zx987k08483gqkt19w+copy.png,308.7660441088,160.079749376,349.7179347968,39.17171712000004
right_foot,cjzsnp70exsil0794duri511x.png,161.1129865216,77.8371815424,367.9323941888,176.3895482368
right_foot,ck0g9itv20a380944j3ro2oma+copy+2.png,171.83506094080002,51.204660992000015,359.4810100224,39.52347074559998
right_foot,IMG_5719.jpeg,327.543712768,176.1364936192,427.79888768,142.24770626560002
left_foot,IMG_3120.JPG,202.8074303488,102.931101952,435.1293690368,212.21819601919998
right_foot,IMG_3120.JPG,358.2450967552,249.554938112,414.9773343232,230.09964687360002
right_foot,cjzsb2qzoq9jz0944opky92uc+copy.png,267.4574255104,143.1115108864,476.46130856959996,12.234696857599943
left_foot,IMG_3240.JPG,306.5128609792,124.60586111999999,403.07250688,225.4918899712
left_foot,IMG_3444.JPG,226.2258175488,157.520279808,421.11991572479997,314.291981056
right_foot,IMG_3444.JPG,312.062811648,255.7250826752,303.9445691904,197.1212632064
left_foot,cjzsnx79m8n6h0a46qj47ibfb+copy.png,417.9420136448,328.0596540928,298.8595163136,90.86899394559998
left_foot,IMG_3451.JPG,214.6138088448,149.4339508224,291.8356404224,169.1559547392
left_foot,ck0ez6yczudz00848i4d0fqga+copy.png,372.6504051712,178.499637248,448.0711844864,22.56952560640002
right_foot,IMG_5774.jpeg,319.3311829504,212.385673472,360.5750660608,125.63938759680002
left_foot,ck0bzg9mfi9kc0848dv92c9hk+copy+2.png,359.3016993792,235.7073195008,459.31415521279996,85.53757276160002
left_foot,6194350626_b7d02cb129_o.jpg,263.430906112,156.984753152,358.0,57.93213926400006
right_foot,6194350626_b7d02cb129_o.jpg,371.10822225920003,265.8219920896,316.8272626176,59.353799833599965
right_foot,ck0b8ycb53f950944ui9pg7cz.png,277.4983752704,13.008069683200006,434.8561196032,51.275273779200006
right_foot,IMG_5840.jpeg,335.7292936192,187.7762507776,339.0021891072,76.86409077759998
right_foot,cjztn3k80afq20701dyekw9uz.png,262.2807450112,140.0001649152,453.4735861248,149.16333537280002
left_foot,ck0ez507judjg0848u0yk6m2g+copy+2.png,357.378727168,125.2029250048,357.6214455808,5.5
left_foot,ck0zssufj1eq30848wa2ydzlr.png,285.3610223616,215.9320181248,287.8568282624,199.6143711232
left_foot,2278982463_db6c02a1e8_o.jpg,256.105155584,114.88997877759999,251.8589121536,12.905253171200002
right_foot,2278982463_db6c02a1e8_o.jpg,400.3110234624,266.2629505536,269.8818433024,-3.030818969599977
left_foot,cjzu6r4qoqqno0a464mfik58k.png,305.8863217664,158.4561069568,314.2374378496,43.0
right_foot,cjzu6r4qoqqno0a464mfik58k.png,438.0302400512,317.3937567232,466.0,92.5
left_foot,IMG_3231.JPG,206.2987508736,102.71623915520001,444.2072446976,250.2515080704
right_foot,IMG_3231.JPG,310.5032583168,197.156786176,382.70391715840003,186.5408331264
left_foot,Screenshot_124.png,205.2489546752,37.21743723520001,398.6175442944,67.4307852288
right_foot,Screenshot_124.png,450.09356185599995,288.3981505024,342.0062377472,3.9223429119999764
left_foot,IMG_3379.JPG,320.9431445504,196.88297390079998,373.5113035776,249.60946365439997
right_foot,IMG_3379.JPG,477.33370751999996,323.716109824,310.5421150208,166.1993542144
left_foot,ck159lor88pq4079498bjj297.png,277.6,71.12061824,279.2639176704,155.0509904384
right_foot,ck159lor88pq4079498bjj297.png,262.9340533248,76.1042044928,393.111269888,269.12021468160003
left_foot,IMG_3609.JPG,274.0097711616,185.32058455039999,339.8321614848,136.41767239680001
right_foot,IMG_3609.JPG,419.14323425279997,332.1496452096,457.6026391552,266.6773347328
right_foot,cjzu89x5gjmn80944km1os30l+copy.png,269.6383664128,121.5029974016,253.3070251008,28.84703073280002
left_foot,cjzjum43l49mo0944wog1npd6+copy.png,315.4297636352,160.03580789760002,253.9072586752,6.469261004799989
right_foot,IMG_3623.JPG,224.464,125.332,258.3340000256,156.33250001919998
left_foot,Screenshot_35(1).png,365.277616384,179.8502063616,364.6539794432,65.35019110400003
left_foot,ck0dip2btpwrc0794u223f314.png,222.8971841024,141.9917807616,425.8597753344,308.9613682176
right_foot,ck0dip2btpwrc0794u223f314.png,360.68808632319997,277.1418057216,446.6628728832,308.05863111680003
left_foot,IMG_5661.jpeg,320.65038049279997,193.4997691392,419.5399946752,120.4219914752
left_foot,cjzsr66589k3o0a46h3kzqvf5+copy.png,389.9270796288,250.3257778176,398.3042414592,68.5
left_foot,IMG_3390.JPG,250.6921090048,109.70114380799998,266.4240902656,127.00504099839998
right_foot,IMG_3390.JPG,333.2220804608,228.539152128,436.05396654080005,257.62675087360003
left_foot,crop13027766344242_f7bd6dce58_o0.jpg,459.1027383808,198.1166465536,463.37231426560004,17.367914700800043
left_foot,IMG_5858.jpeg,325.23870182400003,171.0102370816,428.4532858368,116.9170875904
left_foot,cjzjxcdf22vt908382om7rcc7.png,227.0174963712,127.09042426879998,402.8571418112,186.01307151359998
right_foot,cjzjxcdf22vt908382om7rcc7.png,353.1648419328,250.7207619072,380.1520562688,199.52156482560002
left_foot,aaaaaaaaaaScreenshot_118.png,391.1077601792,242.70230968319999,388.3259652096,13.349249024000017
left_foot,images+(10)+copy+2.jpeg,427.1032912384,278.1335883264,495.8703719936,134.9639217152
right_foot,cjztdlitu79nb0944s4v1v7xh+copy+2.png,205.7789756416,124.16354554879999,390.036606464,172.0426315776
right_foot,IMG_3622.JPG,376.780018176,181.26948203519999,389.21681233920003,254.2251743232
left_foot,images+(28).jpeg,310.6094777344,115.36483558399999,417.4544446464,105.54941337599996
left_foot,2659956940_bb2603733d_o.jpg,253.3294450688,15.195478169599994,466.1770889728,44.1670621184
right_foot,2659956940_bb2603733d_o.jpg,483.1244353536,249.4597158912,489.213433344,93.65072143359998
left_foot,IMG_3593.JPG,304.79955025920003,152.47359431680002,396.72228976639997,272.1834205184
right_foot,IMG_3593.JPG,399.2400004608,309.3517280256,486.46363207679997,326.27146588159997
left_foot,IMG_3578.JPG,378.357382656,227.9828164608,407.9052361216,224.49241436160003
left_foot,cjztuv3k2np2e0848loja2rkm+copy+2.png,375.5057642496,266.804804608,452.13067781120003,41.15375723520003
left_foot,IMG_3197.JPG,311.7651610624,124.32636682239999,425.40288747520003,267.1063565824
right_foot,ck0f7yzq6ig2g0863sq57sxxb+copy.png,354.9687286272,140.708352256,409.0970449408,9.845146982400024
left_foot,IMG_3381.JPG,296.7804284416,180.1909727744,427.16247127040003,115.1265334784
right_foot,cjzvx9a5e3l5w0838e5x9bxlo+copy+2.png,420.20445998080004,133.3576317952,486.9125218816,63.64626472959998
left_foot,IMG_3196.JPG,324.49007784959997,127.2867834368,404.10640496639996,305.3821300224
left_foot,cjzwis7rkblya07012ku97m39.png,240.8450443776,132.9578603008,444.1294488064,113.81605703679998
right_foot,cjzwis7rkblya07012ku97m39.png,375.789996032,274.8530164736,443.9623537664,147.3876224
left_foot,ck0c4h7ei8pbm0944vj957uhl+copy+2.png,507.90245463040003,361.9120915456,493.1921104384,215.9605682688
left_foot,IMG_3551.JPG,312.1161444352,264.7124627968,305.4429480448,193.05940193280003
left_foot,IMG_3357.JPG,226.6553188352,175.5499900928,355.076976128,260.86455792640004
right_foot,IMG_3357.JPG,270.6393435136,223.4835666432,360.800581632,266.1627798528
left_foot,419693455_92fd321bfe_o.jpg,253.33820672,92.4303499264,470.93895956480003,12.198079436800015
right_foot,419693455_92fd321bfe_o.jpg,410.4000527872,239.612055296,418.13022853120003,4.772987904000047
right_foot,IMG_3547.JPG,305.330276864,217.96596920320002,322.3037968384,252.0446117376
left_foot,IMG_3433.JPG,245.75705344,109.17795240959998,410.2327494144,276.0267887104
right_foot,IMG_3433.JPG,342.8304526848,235.5884263936,405.987814656,259.52827412479996
right_foot,cjzug7buniw8l07942fgzomu7+copy.png,208.5414239744,75.52083020799998,349.5666364928,149.3358898176
left_foot,cjzfpj307j6zf0a46ql8of6jy.png,297.270367232,168.2580679168,380.3579572736,161.852975872
left_foot,IMG_3194.JPG,304.24573696,155.2878447104,398.0097431552,225.3377153536
right_foot,cjzk1mc1x31zk0794w3d5y9ma+copy.png,283.7494209024,130.67213056,362.0960900608,78.23940531200003
left_foot,IMG_3354.JPG,213.7537418752,159.015442688,388.84047411200004,279.1438843392
right_foot,IMG_3354.JPG,333.5992085504,270.1456569856,375.94093055999997,287.2657435136
right_foot,IMG_3397.JPG,299.5426340864,172.4058046464,433.1212970496,249.156024832
left_foot,IMG_3156.JPG,306.7703072256,184.05833646079998,395.5202322944,232.0
left_foot,cjzsmjipo9ktk08484t7nsy0c.png,386.5370803712,192.121034496,315.78997340160004,2.163534592000019
left_foot,cjzst0kof2ss80721tui1xsr6+copy+2.png,497.1189226496,356.2116230144,469.5661090304,277.833712896
right_foot,cjzst0kof2ss80721tui1xsr6+copy+2.png,230.1078876672,134.9335506432,307.97038622720004,92.58907269120004
left_foot,IMG_3591.JPG,199.90856058880001,89.2005765632,400.2348159488,195.8269376
right_foot,IMG_3591.JPG,319.49410944,182.3901373952,496.024595456,349.8168472576
left_foot,ck15fh2tvezqo072161sgq6en.png,247.5042459136,182.640243968,352.2846362624,176.7629803008
right_foot,ck15fh2tvezqo072161sgq6en.png,357.4183385088,295.201703936,341.21554135040003,175.3999356416
left_foot,cjzsmhogs7in80a46zykwp6zp+copy+2.png,248.850924544,103.73753640959998,455.59908510720004,80.77377971200002
right_foot,cjzsmhogs7in80a46zykwp6zp+copy+2.png,419.00717419520004,271.5427382784,452.9387080704,83.62891996159999
left_foot,IMG_3577.JPG,261.1874568192,115.6775671808,461.87719342080004,263.8788514816
right_foot,cjzvw6xp721lo0863in3vqa07+copy.png,247.7221993984,118.34348257280001,437.5,48.14981381119998
left_foot,cjzt0417ped0o0848iyeyjmh1.png,180.4992113664,13.845074124799993,494.24307814400004,94.36706754559998
right_foot,cjzt0417ped0o0848iyeyjmh1.png,477.94458664959996,305.117303296,490.5777999872,95.61134760959999
left_foot,IMG_5710.jpeg,250.1354461184,103.86372976639998,426.1673406464,111.30574095359998
right_foot,IMG_5710.jpeg,386.91072824319997,269.8449284608,333.1640047104,142.39177984000003
left_foot,cjzsqc66uyge10863ztn35x7p.png,435.3675049984,309.0486868992,483.200207872,193.28774737920003
right_foot,cjzsqc66uyge10863ztn35x7p.png,201.274974976,61.74212331520002,442.9701988864,63.151979929599975
left_foot,5717368515_44da2f705d_o.jpg,198.9881776128,70.9580491264,361.2362748928,114.6747903488
right_foot,5717368515_44da2f705d_o.jpg,429.9028996096,298.45500288,317.0981764096,101.043797504
right_foot,ck0c2o2i68a7u072152qaeuko+copy.png,247.0035864576,113.92516254719999,454.74422784,76.93961559039997
left_foot,ck0c2o2i68a7u072152qaeuko+copy+2.png,409.7672097792,256.146069248,451.0707695616,6.930919987200014
left_foot,cjzscpkqyzhdj0a468tucvisz+copy.png,378.96303488,235.1925669376,454.013174016,57.9271344128
right_foot,aaaaaaaaaaScreenshot_130.png,384.191128576,95.3442827776,433.3731922944,15.373514291199967
right_foot,ck15bhleqnmjj0a46o4mrci8t.png,273.9926243328,182.89769077760002,315.75412792320003,171.9774338048
right_foot,ck0dsq0c9uqxa0838fp7t4pwm+copy.png,209.5063034368,101.36031984639999,402.49070284799996,69.96728335360001
left_foot,cjzwiitffbj930701gbc84mko+copy+2.png,292.2857062912,198.9279216128,352.1542039552,5.7777244159999555
right_foot,cjzwiitffbj930701gbc84mko+copy+2.png,399.0988852224,285.932488192,349.4115890176,-0.7516628480000236
left_foot,images+(39).jpeg,160.1909047808,33.026519551999996,288.5513512448,143.8015167488
right_foot,images+(39).jpeg,451.6386101248,282.8929254912,306.8017647616,164.9270030848
left_foot,cjzu1kjqkgtmo07211lu9cvcn+copy.png,409.608762112,238.2526021632,472.0,72.34602583039998
left_foot,5108802865_aeab9bf2e6_o2.jpg,406.60875648,185.7993017344,421.7431972352,2.218045849600003
left_foot,images+(41).jpeg,258.5542973952,177.01301283840002,259.46880660479997,148.2422099968
right_foot,images+(41).jpeg,335.7179826176,271.1192733184,260.8468365824,138.7150518784
left_foot,IMG_5823.jpeg,331.310485248,189.7595854848,403.29384949760004,90.90143088640002
left_foot,IMG_3616.JPG,253.7729498624,183.698466816,458.0586369536,268.5511514624
right_foot,IMG_3616.JPG,334.750335232,253.038646784,439.41137520639995,265.0024374784
left_foot,ck0bxkehe5mu20838gvu21obx.png,489.83693921279996,380.6371167744,358.0872105472,84.95368750080002
left_foot,cjzwylyfpgf980863udzzehnt.png,205.9518304256,41.445236019199996,332.44057344,39.84479416319999
right_foot,cjzwylyfpgf980863udzzehnt.png,493.9076645888,327.44171776,309.9720940032,53.187943731199994
right_foot,ck15ato1hcb9i09440x2k9c0g.png,205.9392782336,123.05175357440001,245.28868715520002,137.41882624
left_foot,cjzt7ht5u2d640863pg6ixa0l+copy.png,411.1081714688,166.6167353856,479.5934043136,119.56316108800002
left_foot,ck1627hz4xj8d0a46w45t8oog.png,269.54709888,44.273084159999996,284.14444001280003,176.15400729600003
right_foot,ck1627hz4xj8d0a46w45t8oog.png,353.2631579136,95.9470163968,435.171160832,309.1626052096
left_foot,IMG_5675.jpeg,237.3920069632,141.1195656704,387.6827129344,175.39318763519998
right_foot,IMG_5675.jpeg,411.40323927040004,310.8537770496,383.1034699776,168.9722579456
left_foot,cjzts26kk9pkd0794stsfm7ty.png,311.2686198784,205.7822895616,385.4414281216,102.59103457280003
right_foot,cjzts26kk9pkd0794stsfm7ty.png,184.9639220736,83.18876277759998,401.1670765568,95.727604224
left_foot,4799087682_939624250e_o.jpg,231.3906764288,75.62853821439998,363.9215422464,123.47014241279999
right_foot,4799087682_939624250e_o.jpg,386.41141657599997,236.2039899648,366.6120123904,133.49214586879998
right_foot,IMG_3203.JPG,305.0913284608,124.6271575552,424.889137408,311.6708155392
right_foot,aaaaaaaaaaScreenshot_207.png,304.1215202304,107.98758999040001,494.5,17.930043852799997
left_foot,ck0zu57fm158v0a46ot4m47se.png,350.7107867648,238.366315264,405.7266114048,67.9712322048
right_foot,ck0zug2cspyri0944jbn3sg2z.png,325.78807424,233.1871229952,365.12940748799997,185.1970205184
right_foot,cjzvzkrgt60s807219q6z7x5a.png,237.849095936,141.0709681152,221.4411158016,77.47618319360004
left_foot,IMG_3571.JPG,273.8189601792,143.57020544,418.1473409024,157.77781186560003
right_foot,IMG_3571.JPG,429.9197903872,299.1751398912,493.5268275712,216.73728896
left_foot,ck0cc9viubqer08385503w0sn.png,493.9105035776,58.22298598400002,498.1298923008,23.123656140799994
left_foot,512720597_f716417a7c_o1.jpg,389.4799616,194.6127084032,376.3586039296,54.06847308800002
left_foot,ck0zu7phkrx5q0721wrobgfbo.png,228.470520576,118.40562647040002,361.31728532479997,183.64725524480002
right_foot,ck0zu7phkrx5q0721wrobgfbo.png,407.6642130432,299.2299068416,355.3096113152,177.60379914240002
left_foot,cjzwa2uft5q0h0863lq55il8n.png,248.319296768,164.5529544704,318.3621956608,79.04353233919994
right_foot,cjzwa2uft5q0h0863lq55il8n.png,359.1491816448,277.9007026688,330.8221807104,67.94036633600001
right_foot,cjzuuhr4umf4w0794jq4wvzbl+copy+2.png,279.0615926272,109.1947473408,470.9549359616,49.97190466560005
right_foot,cjzfg94ufhqxe0a46rjr7hywl+copy+2.png,297.2097279488,188.0189932032,411.6846281728,148.4870603264
right_foot,cjzvzxr8r4yml07011z3fk0q1+copy.png,274.8971476992,129.4599698944,429.728626944,4.0
left_foot,cjzsn0ha3yie60838mh6cf1tx.png,338.4867011584,200.7151325184,427.4156386304,98.20438364159997
right_foot,cjzsdx14rsgte09449mkpclp2+copy.png,264.4927310848,143.9624644096,431.7389586432,48.68955596799998
right_foot,IMG_5855.jpeg,340.6734065152,207.7939630592,447.5055502848,108.16711562239999
left_foot,IMG_5907.jpeg,248.476255744,101.70157143040001,493.78384931840003,179.82801085439996
right_foot,IMG_5907.jpeg,387.52340695040004,255.6822368256,413.58090321919997,120.79935119360005
left_foot,IMG_3176.JPG,251.561418752,92.98574535680001,425.1622385152,246.631499008
left_foot,IMG_3406.JPG,256.4468834816,134.3954499584,345.79217587200003,202.79446487040002
right_foot,IMG_3406.JPG,395.9216109056,243.0672821248,440.111608832,303.04544936959996
left_foot,cjztxhbunmwy70a46oaagosiz.png,245.612617728,119.62812646399999,428.25246126080003,41.4959425024
right_foot,cjztxhbunmwy70a46oaagosiz.png,400.065963008,268.5964096,458.38826716159997,3.0590052863999517
right_foot,Screenshot_35.png,307.1767460352,154.4439854592,395.55633853439997,24.717006899199987
left_foot,cjzvmfg18y84l0863ehowfngv.png,224.3824180224,167.2960047104,438.5817342464,305.7565323264
right_foot,cjzvmfg18y84l0863ehowfngv.png,349.5946423296,292.2934043136,385.570304512,298.9431465472
left_foot,cjzshz13p3ihj0a46be6uf1zj.png,306.261513472,221.0898111488,385.11068236799997,178.94774999039998
left_foot,aaaaaaaaaaScreenshot_159.png,478.8087435776,282.6990278656,424.37282667520003,3.9734489088000373
left_foot,IMG_3177.JPG,300.0420099072,91.2112082944,435.8918311424,308.80915112959997
left_foot,ck0epwn46fnt70701q2nf1txs+copy+2.png,447.7966892544,179.2312802304,443.6246084096,0.5323920383999621
left_foot,ck0f0k4ephyz70944dsptaxim+copy+2.png,181.09632384,22.67881400319999,385.1431545856,98.60956748799998
right_foot,ck0f0k4ephyz70944dsptaxim+copy+2.png,435.74212055040005,275.7696046592,392.4761923584,59.558710169599976
right_foot,IMG_3598.JPG,444.82092093439996,247.336,457.2794729472,296.6947017216
right_foot,IMG_3069.JPG,339.487596288,149.9431108608,468.1077965312,199.42361036800003
left_foot,IMG_3266.JPG,236.3262678016,62.646080716800014,269.8363143168,147.50212884479998
right_foot,IMG_3266.JPG,216.8862932992,48.025639475199995,331.5048399872,220.5818113024
right_foot,cjzu19p3ddanh086305qafm8c.png,336.4,5.364292812799988,487.0215811584,98.67773747199999
left_foot,5264703599_3bf11bf0e7_o2.jpg,380.2075381248,176.10046868479998,468.0299920384,-0.7582788095999149
right_foot,ck0h4gpnzb2tv0944b3ttnstd.png,240.2606460928,164.2554996224,296.395712768,149.5
left_foot,cjzjxqhl557cs0944y6kzu85r+copy.png,312.9243789312,196.0870169088,502.0,196.75429376
right_foot,ck0zumvqfs3m907219k78n1jf.png,290.6664017408,204.0137160704,354.68388597759997,188.5
left_foot,ck155mhv7nbo70848f0sqmw6h.png,265.4904155648,104.5046153728,243.46021637119998,134.81455175680003
right_foot,ck155mhv7nbo70848f0sqmw6h.png,264.7760161792,78.28445327360001,342.4009925632,241.9518744576
left_foot,cjzwlrclma6dc0863qr85ndhc+copy+2.png,408.8057961472,158.7236032,548.5,70.1309083136
left_foot,ck0gc0l71185n09448gdaguwe+copy+2.png,340.55414016,220.3513214464,385.8405993472,124.12979845120003
right_foot,ck0gc0l71185n09448gdaguwe+copy+2.png,468.733513216,338.1361271296,405.32377088,101.02375900160001
left_foot,ck0zurpkaq8ne0701edv5xa7b.png,212.683000832,92.0045441536,422.5641793024,200.46642406399997
right_foot,ck0zurpkaq8ne0701edv5xa7b.png,387.557419776,255.1318183936,402.9773856768,201.12357329920002
left_foot,cjzw3grg1eumw0a46zst7kxck+copy+2.png,444.0863960576,265.8402016256,461.5089014784,25.986184294400005
left_foot,IMG_3267.JPG,195.055274752,120.17091363840001,482.0280448,298.0512103936
right_foot,IMG_3267.JPG,416.421787392,261.0360575488,314.1934621184,174.9738195968
left_foot,cjzsrk1ku1rp809446grgi6oa+copy.png,375.0790392832,201.5991266304,429.84279475200003,26.234716160000005
left_foot,cjzv56dxmuccr0721zsu9qkbm+copy.png,245.802074368,157.0769320448,275.28786206719997,30.401254041599998
left_foot,mturk4+copy+2.jpg,381.03307212799996,199.2413021184,487.8685511168,38.933363455999995
right_foot,IMG_3477.JPG,360.3407726592,265.3691417088,331.356123648,126.92555064319998
left_foot,ck15altrwca8j0944snihe13g.png,347.2864669696,249.6833550848,384.9867313152,235.849916672
right_foot,IMG_3661.JPG,252.7303124992,67.39745515519999,409.4096513536,190.276188672
left_foot,4250456255_a3e75da0d1_o.jpg,207.6020343808,3.291255091199986,350.8508079616,-0.36298583040002086
right_foot,4250456255_a3e75da0d1_o.jpg,510.2219472384,316.113045504,359.930104832,15.444037888000025
right_foot,cjzt899q35p0z094425mxe4t4+copy+2.png,282.4782779904,133.533838848,256.2930688,55.0
left_foot,ck0c6qrmt6phj0863p68c6t8e+copy+2.png,314.3448923648,154.48211276799998,307.27020533760003,4.0
left_foot,IMG_3112.JPG,259.1589108736,102.61051980799999,357.24554455040004,243.21175741439998
